Source,Target
 امنيت, unga
افغانستان, عراق
افغانستان, خاورميانه
افغانستان, unga
تروريسم, unga
تروريسم, زنده
 unga, زنده
هم اکنون, تدبیروامید
هم اکنون, توسعه
هم اکنون, نیویورک
هم اکنون, روابط سازنده باجهان
هم اکنون, unga
 روابط سازنده باجهان, unga
هم اکنون, تعامل سازنده باجهان
هم اکنون, unga
 تعامل سازنده باجهان, unga
هم اکنون, ژاپن
هم اکنون, تعامل سازنده باجهان
 ژاپن, تعامل سازنده باجهان
پوتین, شانگهای
پوتین, روسیه
 شانگهای, روسیه
تاجیکستان, تورم
تاجیکستان, رکود
 تورم, رکود
سامانیان, دوشنبه
سامانیان, تاجیکستان
 دوشنبه, تاجیکستان
ایران, قزاقستان
ایران, روابطسازنده
 قزاقستان, روابطسازنده
ایران, رکود
ایران, خراسان رضوی
 رکود, خراسان رضوی
علوم, فرجی دانا
علوم, تدبیروامید
 فرجی دانا, تدبیروامید
ایران, تحریم
ایران, اردبیل
 تحریم, اردبیل
فلسطین, غزه
فلسطین, روزقدس
 غزه, روزقدس
رمضان, اسلام
رمضان, صلح
 اسلام, صلح
برونئی, مالزی
برونئی, قرقیزستان
برونئی, کرواسی
شیعه, سنی
شیعه, ایران
شیعه, عراق
فوتبال, irn
فوتبال, teammelli
 irn, teammelli
اقتصاد, فرهنگ
اقتصاد, لرستان
اقتصاد, توسعه
همدلی, وحدت
همدلی, منافع ملی
 وحدت, منافع ملی
ترکیه, توسعه
ترکیه, روابط سازنده
 توسعه, روابط سازنده
شانگهای, سیکا
شانگهای, اکو
 سیکا, اکو
چین, سیکا
چین, شانگهای
 سیکا, شانگهای
توسعه, دولت
توسعه, مجلس
توسعه, نخبگان
استوارنامه, فیلیپین
استوارنامه, قبرس
استوارنامه, گرجستان
کابل, هیرمند
کابل, هامون
 هیرمند, هامون
اسلام, اعتدال
اسلام, تروریسم
 اعتدال, تروریسم
شایسته سالاری, برابری جنسیتی
شایسته سالاری, تدبیروامید
 برابری جنسیتی, تدبیروامید
نوروز, ایران
نوروز, اعتدال
نوروز, روابط سازنده باجهان
حامدکرزای, افغانستان
حامدکرزای, نوروز
 افغانستان, نوروز
اشتون, روابط سازنده باجهان
اشتون,  تدبیروامید
 روابط سازنده باجهان,  تدبیروامید
ایران, عربستان
ایران, استوارنامه
 عربستان, استوارنامه
خلیج فارس, عمان
خلیج فارس, هرمزگان
 عمان, هرمزگان
هرمزگان, خوزستان
هرمزگان, بوشهر
هرمزگان, سیستان و بلوچستان
بلژیکی, ایران
بلژیکی, تدبیروامید
 ایران, تدبیروامید
استوارنامه, پاکستان
استوارنامه, تایلند
استوارنامه, قطر
روحانی, آذربایجان
روحانی, داووس
 آذربایجان, داووس
روحانی, هلند
روحانی, wef2014
روحانی, داووس
روحانی, خوزستان
روحانی, اهواز
 خوزستان, اهواز
روحانی, هرمزگان
روحانی, بستک
 هرمزگان, بستک
روحانی, ایتالیا
روحانی, اروپا
 ایتالیا, اروپا
قم, اسلام
قم, تشیع
قم, روحانی
لاوروف, ژنو
لاوروف, ایران
 ژنو, ایران
روحانی, کرزی
روحانی, ایران
روحانی, افغانستان
ریزگردها, ایران
ریزگردها, عراق
 ایران, عراق
روحانی, برازجان
روحانی, بوشهر
 برازجان, بوشهر
روحانی, ایران
روحانی, ترکیه
 ایران, ترکیه
نوسفر, دهباشی
نوسفر, روحانی
 دهباشی, روحانی
روحانی, لبنان
روحانی, سوریه
 لبنان, سوریه
روحانی, اندونزی
روحانی, اسلام
 اندونزی, اسلام
لبنان, روحانی
لبنان, ایران
 روحانی, ایران
روحانی, خوزستان
روحانی, اروند
روحانی, عراق
روحانی, ژنو
روحانی, پوتین
روحانی, سوریه
روحانی, واتیکان
روحانی, ایران
 واتیکان, ایران
روحانی, اتریش
روحانی, استوارنامه
 اتریش, استوارنامه
روحانی, کوبا
روحانی, استوارنامه
 کوبا, استوارنامه
سوئیس, روحانی
سوئیس, نیویورك
سوئیس, ایران
روحانی, رومپوی
روحانی, اروپا
 رومپوی, اروپا
روحانی, پوتین
روحانی, شانگهای
 پوتین, شانگهای
روحانی, ایران
روحانی, روسيه
 ایران, روسيه
روحانی, چين
روحانی, ايران
 چين, ايران
روحانی, جهانگيری
روحانی, شانگهای
 جهانگيری, شانگهای
روز_ارتش, جنگ
روز_ارتش, صلح
 جنگ, صلح
جوانان_ایرانی, کرونا
جوانان_ایرانی, همبستگی_اجتماعی
 کرونا, همبستگی_اجتماعی
دور_دفن_كردن, تشييع
دور_دفن_كردن, ترحيم
 تشييع, ترحيم
كرونا, پزشكان
كرونا, پرستاران
 پزشكان, پرستاران
هاشمی_رفسنجاني, تعادل_سياسی
هاشمی_رفسنجاني, سردار_شهيد_سليمانی
هاشمی_رفسنجاني, صداقت
زنان, مسابقات_فوتبال
زنان, ورزشگاه_آزادی
 مسابقات_فوتبال, ورزشگاه_آزادی
ماه_مهر, مدرسه
ماه_مهر, دانشگاه
 مدرسه, دانشگاه
٢٨_مرداد, كودتاي_انگليسي_آمريكايي
٢٨_مرداد, مصدق
 كودتاي_انگليسي_آمريكايي, مصدق
ظریف, خلق_فرصتهاي_پرهيز_از_منازعه_و_جنگ
ظریف, رياكاري
ظریف, دروغگويي
تحريم, دولت_ترامپ
تحريم, بي_منطقي
تحريم, ظريف_نماد_و_نماينده_تواناي_ديپلماسي_مقبول_و_قانونمند_ايراني
گلايه_مردم, شلوغي_مترو
گلايه_مردم, توسعه_حمل_و_نقل_عمومي
 شلوغي_مترو, توسعه_حمل_و_نقل_عمومي
صاحبنظران, ارز
صاحبنظران, كوپني_كالاها
صاحبنظران, آزادسازي_قيمت
دانشگاه, گفتگو
دانشگاه, تفكر_انتقادی
 گفتگو, تفكر_انتقادی
خوزستان, دز
خوزستان, كارون
خوزستان, كرخه
سيل_گلستان, مازندران
سيل_گلستان, سيل_شيراز
 مازندران, سيل_شيراز
تروريسم, ضايعه_دردناك
تروريسم, نيوزيلند
تروريسم, تسليت
خشونت, مسلمانان
خشونت, نژاد_پرستانه
 مسلمانان, نژاد_پرستانه
خشونت, افراطی_گری
خشونت, تروریسم_نژادپرستانه
 افراطی_گری, تروریسم_نژادپرستانه
نقد, استقبال
نقد, تخريب
نقد, جنگ_اقتصادي
سال٢٠١٩, صلح
سال٢٠١٩, آزادی
 صلح, آزادی
مدير_باانگيزه, توسعه_كشور
مدير_باانگيزه, فساد
مدير_باانگيزه, مهر_خيانت
مسئولان, گفت وگو
مسئولان, ارتباطات
مسئولان, صدای_مردم
روز_خبرنگار, روزنامه نگاران
روز_خبرنگار, رسانه 
روز_خبرنگار, شبكه های_اجتماعی
مردم_ايران, واردات_دارو
مردم_ايران, ايران
مردم_ايران, ملت_ايران
گسست_اجتماعي, شكاف
گسست_اجتماعي, اختلاف
گسست_اجتماعي, انسجام
ربيعي, آخوندي
ربيعي, حجتي
ربيعي, استيضاح
رشد_اقتصادي_منفي_7_درصد, رشد_اقتصادي
رشد_اقتصادي_منفي_7_درصد, امسال
 رشد_اقتصادي, امسال
70_هزار_شغل, 470_هزار_شغل
70_هزار_شغل, تورم_35_درصد
70_هزار_شغل, امسال
ايران, آيت_الله_هاشمي_رفسنجاني
ايران, اعتدال
ايران, توسعه_ايران
دولت, انعطاف
دولت, مردم
دولت, ملت
بهبود_وضع_مردم, اصلاحات_تدریجی
بهبود_وضع_مردم, قانونمند
بهبود_وضع_مردم, مردم
دموکراسی, عدالت
دموکراسی, خشونت
دموکراسی, تخریب
دفاع_از_آزادی, مقابله_با_خشونت
دفاع_از_آزادی, امنیت
دفاع_از_آزادی, قبول_انتقاد
استکبار, بيت_المقدس
استکبار, رژيم_صهيونيستی
استکبار, شکستی_مفتضحانه_تر
آمريكا, ايران
آمريكا, خلیج_فارس
 ايران, خلیج_فارس
ترامپ, عليه_صلح
ترامپ, ترويج_افراطی_گری
ترامپ, خشونت
شهادت, شهيد
شهادت, مدافع_حرم
شهادت, محسن_حججی
زنان, اقوام
زنان, جوانان
زنان, مدیریت
وزیران, رئیس_جمهور
وزیران, محدودیتها
وزیران, کابینه
هندورابی, خليج_فارس
هندورابی, منطقه_آزاد
هندورابی, كيش
مديران_كارآمد, كشور
مديران_كارآمد, مدير
 كشور, مدير
جوانان, حماسه_انتخاباتند
جوانان, انتخابات
 حماسه_انتخاباتند, انتخابات
پيروزي, موصل
پيروزي, ثبات
پيروزي, امنيت
عيدسعيدفطر, ضيافت_الهی
عيدسعيدفطر, مسلمانان
عيدسعيدفطر, ايران
امنيت, تروريسم
امنيت, توان_موشكی_ايران
امنيت, صلح_و_ثبات_و_امنيت_منطقه
كم_آبی, اصلاح_الگوی_مصرف
كم_آبی, آب
كم_آبی, ایران
بازدید, تهران_شمال
بازدید, آزادراه
بازدید, توسعه
آزاد_راه_تهران_شمال, ايران
آزاد_راه_تهران_شمال, مهندسی
آزاد_راه_تهران_شمال, بازدید
دولت, انتخابات
دولت, تفاهم_ملی
دولت, ایران
دولت, اراده_ملت_بزرگ_ايران
دولت, خشونت
دولت, متحجران_افراطی
دولت, امنيت_پايدار
دولت, تفاهم_ملي
دولت, رخنه_تروريستی
مردم, تلاشهای_مذبوحانه
مردم, متحد
مردم, در_کنار_همیم
حمله_تروريستی, شهادت
حمله_تروريستی, تروريسم
 شهادت, تروريسم
صندوق, خواست_مردم
صندوق, انتخابات96
صندوق, حق_الناس
رای_مردم, صندوق_رای
رای_مردم, سلامت_انتخابات
رای_مردم, انتخابات۹۶
سوم_خرداد, فتح_خرمشهر
سوم_خرداد, اميد
سوم_خرداد, اقتدار
رقابت, رييس جمهور
رقابت, شهروندان
 رييس جمهور, شهروندان
گل_كاشتيد, اعتماد_٢٤_ميليونی
گل_كاشتيد, انتخابات96
گل_كاشتيد, روحانی_تا_۱۴۰۰
پيروزی_بزرگ, ملت_ايران
پيروزی_بزرگ, تدبيرواميد
پيروزی_بزرگ, انتخابات_96
مردم, ايران
مردم, همان_رایی
مردم, صندوق
اخذ_رای, سرنوشت
اخذ_رای, انتخابات
اخذ_رای, ایران
وزارت_کشور, انتخابات
وزارت_کشور, رای_مردم
وزارت_کشور, حق_الناس
ایران, زمان شناس
ایران, باطل السحر
 زمان شناس, باطل السحر
اخذ_رای, انتخابات
اخذ_رای, هموطنان
 انتخابات, هموطنان
مردم, آرامش
مردم, قانونمداری
 آرامش, قانونمداری
ملت, انتخابات
ملت, اصلاحات
 انتخابات, اصلاحات
دكترروحاني, ملت
دكترروحاني, ايران
 ملت, ايران
كانديداتوری, دكترروحاني
كانديداتوری, انتخابات
 دكترروحاني, انتخابات
رييس, ديپلماسی
رييس, دكتر_روحانی
رييس, انتخابات
كانديداهای_رياست_جمهوری, گفتگوی_ویژه_خبری
كانديداهای_رياست_جمهوری, جهانگیری
 گفتگوی_ویژه_خبری, جهانگیری
ایران, مشکلات
ایران, شغل
 مشکلات, شغل
اقتصاد, توسعه
اقتصاد, ايران
 توسعه, ايران
مناظره, آزادی
مناظره, مطبوعات
 آزادی, مطبوعات
جوان, آرمان
جوان, ارزش
